Hero,Skill Tier,KDA Ratio,"Pick Rate, %","Win Rate, %",Eliminations / 10min,Objective Kills / 10min,Objective Time / 10min,Damage / 10min,Healing / 10min,Deaths / 10min,"Scoped Accuracy, %",Biotic Grenade Kills / 10min,Enemies Slept / 10min,Healing Amplified / 10min,Nano Boost Assists / 10min,Blaster Kills / 10min,Damage Amplified / 10min,Players Resurrected / 10min,"Weapon Accuracy, %","Crit Accuracy, %",Kunai Kills / 10min,Effects Cleansed / 10min,Kitsune Rush Assists / 10min,Final Blows / 10min,Solo Kills / 10min,Swift Strike Resets / 10min,Damage Reflected / 10min,Ultimates Reflected / 10min,Dragonblade Kills / 10min,Deadeye Kills / 10min,Magnetic Grenade Attaches,Magnetic Grenade Kills / 10min,"Secondary Accuracy, %",Biotic Orb Kills / 10min,"Ally Coalescence Efficiency, %","Enemy Coalescence Efficiency, %",Coalescence Kills / 10min,Knockbacks / 10min,Sound Barriers / 10min,Objective Contest Time / 10min,Charge Kills / 10min,Fire Strike Kills / 10min,Earthshatter Kills / 10min,Scoped Crits,Recon Assists / 10min,Venom Mine Kills / 10min,"Helix Rocket Accuracy, %",Long Range Kills / 10min,Helix Rocket Kills / 10min,Tactical Visor Kills / 10min,Storm Arrow Kills / 10min,Dragonstrike Kills / 10min,"Charged Volley Accuracy, %",Charged Volley Kills / 10min,Transcendence Healing / 10min,"Micro Missile Kills, % / 10min",Call Mech Kills / 10min,Self-Destruct Kills / 10min,Self Healing / 10min,Chain Hook Kills / 10min,"Chain Hook Accuracy, %",Whole Hog Kills / 10min,Direct Hits,Concussion Mine Kills / 10min,Enemies Trapped / 10min,Rip Tire Kills,"Primary Accuracy, %",High Energy Kills / 10min,"Average Energy, %",Graviton Surge Kills / 10min,Energy Javelin Kills / 10min,Javelin Spin Kills / 10min,Terra Surge Kills / 10min,Low Health Recalls / 10min,Pulse Bombs Stuck / 10min,Pulse Bomb Kills / 10min,Coach Gun Kills / 10min,Dynamite Kills / 10min,Bob Kills / 10min,Death Blossom Kills / 10min,"Charged Shot Accuracy, %","Charged Crit Accuracy, %",Charged Shot Kills / 10min,Disruptor Shot Kills / 10min,Overclock Kills / 10min,Healing Accuracy,Deaths Prevented / 10min,Amp Matrix Assists / 10min,"Airtime, %",Barrage Kills / 10min,Jump Pack Kills / 10min,Primal Rage Kills / 10min,Accretion Kills / 10min,Overhealth / 10min,Gravitic Flux Kills / 10min,Rocket Punch Kills / 10min,Seismic Slam Kills / 10min,Meteor Strike Kills / 10min,Inspire Uptime,Self Healing,Recon Kills / 10min,Assault Kills / 10min,Tactical Grenade Kills / 10min,Artillery Kills / 10min,"Icicle Accuracy, % / 10min","Icicle Crit Accuracy, % / 10min",Enemies Frozen / 10min,Blizzard Kills / 10min,Hammer Kills / 10min,Turret Kills / 10min,Molten Core Kills / 10min,Enemies Hacked / 10min,Low Health Teleports / 10min,EMP Kills / 10min,Average Damage Multiplier,Players Teleported / 10min,Sentry Turret Kills / 10min,"Pummel Accuracy, %",Pummel Kills / 10min,Ravenous Vortex Kills / 10min,Annihilation Kills / 10min,Grappling Claw Kills / 10min,Piledriver Kills / 10min,Minefield Kills,"Jagged Blade Accuracy, %",Carnage Kills / 10min,"Wound Uptime, %",Rampage Kills / 10min,"Focusing Beam Accuracy, %",Focusing Beam Kills / 10min,"Sticky Bomb Accuracy, %",Sticky Bomb Kills / 10min,Duplicate Kills / 10min,Role
Zarya,Diamond,4.62,1.94,42.61,19.82,9.13,124,10048,,6.35,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,73,,,,,,,,,,,,,,,,,,,,,,,,,,,47,12.29,37.09,3.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Zarya,Master,4.58,1.85,41.93,19.29,8.83,120,9958,,6.37,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,47,12.17,37.63,3.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Zarya,Grandmaster,4.60,2.53,46.75,18.84,8.44,117,9883,,6.30,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,46,12.20,38.49,3.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Orisa,All,3.92,2.77,43.76,18.38,8.34,128,9519,,6.93,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.22,3.49,3.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Orisa,Bronze,3.50,1.91,40.62,16.83,8.49,136,8471,,7.27,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.08,2.52,3.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Orisa,Silver,3.80,1.93,42.89,17.86,8.60,133,9071,,7.12,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.64,2.84,3.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Orisa,Gold,3.92,2.48,43.10,18.37,8.44,129,9508,,7.00,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.09,3.18,3.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Orisa,Platinum,3.98,3.61,44.27,18.69,8.27,125,9705,,6.89,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.46,3.73,3.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Orisa,Diamond,3.92,4.50,44.20,18.61,8.08,123,9670,,6.83,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.61,3.92,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Orisa,Master,3.87,4.54,44.05,18.11,7.84,122,9435,,6.82,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.50,3.57,3.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Orisa,Grandmaster,3.71,4.65,44.59,17.52,7.62,121,9136,,6.85,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.33,3.25,3.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Tracer,All,2.54,1.84,48.46,18.22,6.43,60,6786,,8.23,,,,,,,,,34,8,,,,8.49,2.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,913.61,,,,,,,,,,,,,,,5.00,1.67,2.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Tracer,Bronze,2.64,0.48,43.33,17.10,6.58,67,6188,,8.01,,,,,,,,,32,8,,,,7.93,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,859.66,,,,,,,,,,,,,,,4.79,1.64,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Tracer,Silver,2.57,0.50,44.64,17.76,6.64,64,6417,,8.18,,,,,,,,,32,8,,,,8.27,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896.25,,,,,,,,,,,,,,,5.04,1.71,2.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Tracer,Gold,2.61,0.90,45.67,18.23,6.65,62,6644,,8.24,,,,,,,,,33,9,,,,8.51,2.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,909.55,,,,,,,,,,,,,,,5.05,1.72,2.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Tracer,Platinum,2.53,2.12,47.18,18.38,6.56,60,6772,,8.35,,,,,,,,,34,9,,,,8.61,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,916.53,,,,,,,,,,,,,,,5.04,1.68,2.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Tracer,Diamond,2.49,4.16,48.37,18.40,6.45,58,6855,,8.36,,,,,,,,,35,9,,,,8.59,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,919.21,,,,,,,,,,,,,,,5.01,1.65,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Tracer,Master,2.50,6.08,49.74,18.21,6.19,56,6933,,8.19,,,,,,,,,35,8,,,,8.43,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,914.52,,,,,,,,,,,,,,,4.94,1.63,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Tracer,Grandmaster,2.67,10.61,52.73,18.11,5.80,55,7212,,7.64,,,,,,,,,36,8,,,,8.49,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,927.21,,,,,,,,,,,,,,,4.92,1.68,1.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Ashe,All,2.81,2.67,49.09,17.61,6.29,50,9093,,7.47,42,,,,,,,,,,,,,9.28,1.81,,,,,,,,,,,,,,,,,,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.01,5.70,2.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Ashe,Bronze,2.66,0.98,43.75,15.65,6.41,57,7705,,7.41,39,,,,,,,,,,,,,8.09,1.89,,,,,,,,,,,,,,,,,,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.15,4.72,2.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Ashe,Silver,2.83,1.21,46.09,16.77,6.59,55,8281,,7.34,40,,,,,,,,,,,,,8.71,1.93,,,,,,,,,,,,,,,,,,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.07,5.29,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Ashe,Gold,2.91,1.88,47.69,17.47,6.56,52,8785,,7.36,41,,,,,,,,,,,,,9.16,1.93,,,,,,,,,,,,,,,,,,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.08,5.64,2.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Ashe,Platinum,2.85,3.64,49.19,17.90,6.39,50,9169,,7.46,42,,,,,,,,,,,,,9.45,1.86,,,,,,,,,,,,,,,,,,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.02,5.84,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Ashe,Diamond,2.77,5.90,50.47,18.03,6.11,47,9515,,7.58,43,,,,,,,,,,,,,9.58,1.75,,,,,,,,,,,,,,,,,,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.97,5.88,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Ashe,Master,2.69,5.83,50.92,17.85,5.76,46,9712,,7.69,43,,,,,,,,,,,,,9.49,1.60,,,,,,,,,,,,,,,,,,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.93,5.81,2.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Ashe,Grandmaster,2.67,5.20,51.73,17.70,5.42,43,10143,,7.72,44,,,,,,,,,,,,,9.49,1.47,,,,,,,,,,,,,,,,,,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.93,5.75,2.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Reaper,All,2.91,2.06,48.42,20.40,7.98,76,8436,,8.02,,,,,,,,,30,10,,,,11.27,2.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1598.66,,,,,,,,,,,,,,,,,,,,,4.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Reaper,Bronze,2.75,1.09,44.31,19.09,7.94,81,7581,,8.23,,,,,,,,,28,9,,,,10.66,2.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1461.95,,,,,,,,,,,,,,,,,,,,,4.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Reaper,Silver,2.87,1.30,45.77,19.90,8.06,79,7988,,8.11,,,,,,,,,29,10,,,,11.09,2.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1531.26,,,,,,,,,,,,,,,,,,,,,4.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Reaper,Gold,2.93,1.79,47.72,20.40,8.06,77,8331,,8.06,,,,,,,,,30,10,,,,11.36,2.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1583.95,,,,,,,,,,,,,,,,,,,,,4.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Reaper,Platinum,2.94,2.77,48.66,20.65,8.02,75,8599,,8.00,,,,,,,,,31,10,,,,11.43,2.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1623.96,,,,,,,,,,,,,,,,,,,,,4.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Reaper,Diamond,2.90,3.82,49.66,20.60,7.87,74,8779,,8.00,,,,,,,,,31,10,,,,11.31,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1655.68,,,,,,,,,,,,,,,,,,,,,4.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Reaper,Master,2.82,3.61,49.96,20.11,7.59,72,8769,,8.03,,,,,,,,,31,9,,,,10.94,1.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1651.96,,,,,,,,,,,,,,,,,,,,,4.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Reaper,Grandmaster,2.79,2.60,47.96,19.46,7.38,74,8623,,8.05,,,,,,,,,31,9,,,,10.55,1.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1647.19,,,,,,,,,,,,,,,,,,,,,4.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Sojourn,All,3.06,2.05,43.76,19.03,7.41,58,8722,,7.84,,,,,,,,,28,,,,,9.31,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,12,9.96,5.20,2.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Sojourn,Bronze,2.76,1.04,38.64,16.88,7.58,66,7709,,8.19,,,,,,,,,27,,,,,7.47,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,10,7.68,4.91,2.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Sojourn,Silver,2.94,0.94,39.91,17.95,7.65,63,8160,,8.01,,,,,,,,,28,,,,,8.18,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,11,8.56,5.17,2.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Sojourn,Gold,3.08,1.29,41.55,18.75,7.67,60,8534,,7.91,,,,,,,,,28,,,,,8.92,1.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,12,9.46,5.32,2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Sojourn,Platinum,3.09,2.43,43.20,19.25,7.47,57,8779,,7.86,,,,,,,,,28,,,,,9.47,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,12,10.14,5.28,2.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Sojourn,Diamond,3.06,4.20,44.29,19.49,7.26,56,8955,,7.83,,,,,,,,,28,,,,,9.83,1.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,12,10.62,5.19,2.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Sojourn,Master,3.04,5.31,45.41,19.37,6.96,53,9038,,7.80,,,,,,,,,28,,,,,9.90,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,13,10.76,4.99,2.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Sojourn,Grandmaster,3.14,7.30,48.89,19.45,6.61,50,9287,,7.56,,,,,,,,,28,,,,,10.20,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,14,11.16,4.79,3.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Baptiste,All,4.60,2.32,46.71,10.92,4.84,61,3682,9176,6.37,,,,,,,575.60,,31,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.10,2.64,1.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Baptiste,Bronze,3.91,1.27,41.07,9.62,4.76,68,3227,7938,6.91,,,,,,,457.17,,27,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.81,2.47,1.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Baptiste,Silver,4.35,1.16,43.59,10.46,5.02,67,3399,8548,6.76,,,,,,,515.49,,29,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.17,2.60,1.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Baptiste,Gold,4.57,1.69,45.01,10.80,5.01,64,3536,8946,6.48,,,,,,,554.91,,31,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.25,2.63,1.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Baptiste,Platinum,4.70,2.93,46.74,10.98,4.85,60,3662,9280,6.31,,,,,,,585.57,,32,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.72,2.66,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Baptiste,Diamond,4.69,4.67,47.66,11.20,4.75,57,3838,9454,6.22,,,,,,,607.82,,33,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.51,2.67,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Baptiste,Master,4.72,4.78,48.36,11.12,4.59,56,3929,9628,6.23,,,,,,,616.84,,33,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.85,2.72,2.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Baptiste,Grandmaster,4.68,6.20,50.56,11.27,4.37,55,4238,9917,6.09,,,,,,,635.13,,33,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.15,2.70,1.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Pharah,All,3.15,1.44,49.76,21.47,6.82,40,9287,,8.46,,,,,,,,,47,,,,,13.02,2.67,,,,,,,,,,,,,,,,,,,,,,,1.46,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,67.55,3.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Pharah,Bronze,3.21,0.79,45.16,19.57,7.00,44,8372,,8.18,,,,,,,,,46,,,,,11.43,2.92,,,,,,,,,,,,,,,,,,,,,,,1.46,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,61.64,3.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Pharah,Silver,3.26,0.92,47.56,20.76,7.11,43,8776,,8.27,,,,,,,,,47,,,,,12.36,3.03,,,,,,,,,,,,,,,,,,,,,,,1.46,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,64.28,3.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Pharah,Gold,3.23,1.23,49.81,21.51,6.97,41,9162,,8.41,,,,,,,,,48,,,,,12.99,2.90,,,,,,,,,,,,,,,,,,,,,,,1.47,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,66.42,3.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Pharah,Platinum,3.12,1.90,50.14,21.81,6.81,40,9441,,8.54,,,,,,,,,47,,,,,13.30,2.65,,,,,,,,,,,,,,,,,,,,,,,1.45,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,68.20,3.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Pharah,Diamond,3.05,2.59,49.66,21.74,6.60,38,9607,,8.65,,,,,,,,,47,,,,,13.33,2.37,,,,,,,,,,,,,,,,,,,,,,,1.44,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,69.65,3.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Pharah,Master,3.03,2.76,50.57,21.42,6.37,37,9665,,8.64,,,,,,,,,46,,,,,13.15,2.15,,,,,,,,,,,,,,,,,,,,,,,1.44,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,70.66,3.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Pharah,Grandmaster,3.12,2.70,49.90,20.89,6.16,35,9706,,8.38,,,,,,,,,45,,,,,12.91,2.00,,,,,,,,,,,,,,,,,,,,,,,1.46,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,71.40,3.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Winston,All,4.08,1.46,43.37,20.28,6.91,110,8044,,6.92,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,8.38,2.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Winston,Bronze,3.57,0.50,39.17,18.67,7.57,123,7061,,7.61,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,,,,,,,,,,,,,,,,,,,,,,6.71,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Winston,Silver,3.93,0.60,40.32,19.92,7.67,120,7515,,7.29,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,62,,,,,,,,,,,,,,,,,,,,,,,,7.43,2.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Winston,Gold,4.13,0.98,41.33,20.46,7.32,115,7877,,7.09,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,8.12,2.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Winston,Platinum,4.10,1.93,42.62,20.51,6.93,109,8110,,6.95,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,,,,,,,,,,,8.56,2.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Winston,Diamond,4.04,3.19,43.82,20.23,6.55,104,8177,,6.85,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,,,,,,,,,,,8.74,2.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Winston,Master,4.02,3.97,45.55,19.78,6.26,99,8176,,6.75,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,8.65,2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Winston,Grandmaster,4.07,4.96,48.22,19.40,6.00,96,8200,,6.56,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,8.51,2.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
